Element(s);Structure;Property;Value;Temp;Reference
Pt,Rh;l12;a;3.82317;0;file=L12/Rh3Pt/Rh3Pt-L1_2.dat date=2013-02-20
Pt,Rh;l12;B;289.43000;0;file=L12/Rh3Pt/Rh3Pt-L1_2.dat date=2013-02-20
Pt,Rh;l12;Eheat;-0.05685;0;file=L12/Rh3Pt/Rh3Pt-L1_2.dat date=2013-02-20
Ru,Rh;l12;a;3.78310;0;file=L12/Rh3Ru/Rh3Ru-L1_2.dat date=2013-02-20
Ru,Rh;l12;B;305.70000;0;file=L12/Rh3Ru/Rh3Ru-L1_2.dat date=2013-02-20
Ru,Rh;l12;Eheat;-0.00469;0;file=L12/Rh3Ru/Rh3Ru-L1_2.dat date=2013-02-20
Sc,Rh;l12;a;3.88074;0;file=L12/Rh3Sc/Rh3Sc-L1_2.dat date=2013-02-19
Sc,Rh;l12;B;210.32000;0;file=L12/Rh3Sc/Rh3Sc-L1_2.dat date=2013-02-19
Sc,Rh;l12;Eheat;-0.63720;0;file=L12/Rh3Sc/Rh3Sc-L1_2.dat date=2013-02-19
Ti,Rh;l12;a;3.81000;0;file=L12/Rh3Ti/Rh3Ti-L1_2.dat date=2013-02-19
Ti,Rh;l12;B;256.22000;0;file=L12/Rh3Ti/Rh3Ti-L1_2.dat date=2013-02-19
Ti,Rh;l12;Eheat;-0.68389;0;file=L12/Rh3Ti/Rh3Ti-L1_2.dat date=2013-02-19
Y,Rh;l12;a;3.99215;0;file=L12/Rh3Y/Rh3Y-L1_2.dat date=2013-02-20
Y,Rh;l12;B;181.89000;0;file=L12/Rh3Y/Rh3Y-L1_2.dat date=2013-02-20
Y,Rh;l12;Eheat;-0.50069;0;file=L12/Rh3Y/Rh3Y-L1_2.dat date=2013-02-20
Zn,Rh;l12;a;3.78499;0;file=L12/Rh3Zn/Rh3Zn-L1_2.dat date=2013-02-20
Zn,Rh;l12;B;238.62000;0;file=L12/Rh3Zn/Rh3Zn-L1_2.dat date=2013-02-20
Zn,Rh;l12;Eheat;-0.12778;0;file=L12/Rh3Zn/Rh3Zn-L1_2.dat date=2013-02-20
Zr,Rh;l12;a;3.91221;0;file=L12/Rh3Zr/Rh3Zr-L1_2.dat date=2013-02-19
Zr,Rh;l12;B;238.33000;0;file=L12/Rh3Zr/Rh3Zr-L1_2.dat date=2013-02-19
Zr,Rh;l12;Eheat;-0.74231;0;file=L12/Rh3Zr/Rh3Zr-L1_2.dat date=2013-02-19
Ag,Ru;l12;a;3.83228;0;file=L12/Ru3Ag/Ru3Ag-L1_2.dat date=2013-02-19
Ag,Ru;l12;B;267.79000;0;file=L12/Ru3Ag/Ru3Ag-L1_2.dat date=2013-02-19
Ag,Ru;l12;Eheat;0.60553;0;file=L12/Ru3Ag/Ru3Ag-L1_2.dat date=2013-02-19
Al,Ru;l12;a;3.78716;0;file=L12/Ru3Al/Ru3Al-L1_2.dat date=2013-02-19
Al,Ru;l12;B;259.83000;0;file=L12/Ru3Al/Ru3Al-L1_2.dat date=2013-02-19
Al,Ru;l12;Eheat;0.00567;0;file=L12/Ru3Al/Ru3Al-L1_2.dat date=2013-02-19
Au,Ru;l12;a;3.84462;0;file=L12/Ru3Au/Ru3Au-L1_2.dat date=2013-02-19
Au,Ru;l12;B;291.06000;0;file=L12/Ru3Au/Ru3Au-L1_2.dat date=2013-02-19
Au,Ru;l12;Eheat;0.42222;0;file=L12/Ru3Au/Ru3Au-L1_2.dat date=2013-02-19
Ca,Ru;l12;a;3.96450;0;file=L12/Ru3Ca/Ru3Ca-L1_2.dat date=2013-02-19
Ca,Ru;l12;B;172.52000;0;file=L12/Ru3Ca/Ru3Ca-L1_2.dat date=2013-02-19
Ca,Ru;l12;Eheat;0.73157;0;file=L12/Ru3Ca/Ru3Ca-L1_2.dat date=2013-02-19
Cd,Ru;l12;a;3.87754;0;file=L12/Ru3Cd/Ru3Cd-L1_2.dat date=2013-02-19
Cd,Ru;l12;B;242.76000;0;file=L12/Ru3Cd/Ru3Cd-L1_2.dat date=2013-02-19
Cd,Ru;l12;Eheat;0.54648;0;file=L12/Ru3Cd/Ru3Cd-L1_2.dat date=2013-02-19
Co,Ru;l12;a;3.69058;0;file=L12/Ru3Co/Ru3Co-L1_2.dat date=2013-02-18
Co,Ru;l12;B;324.16000;0;file=L12/Ru3Co/Ru3Co-L1_2.dat date=2013-02-18
Co,Ru;l12;Eheat;0.07805;0;file=L12/Ru3Co/Ru3Co-L1_2.dat date=2013-02-18
Cu,Ru;l12;a;3.73556;0;file=L12/Ru3Cu/Ru3Cu-L1_2.dat date=2013-02-19
Cu,Ru;l12;B;283.80000;0;file=L12/Ru3Cu/Ru3Cu-L1_2.dat date=2013-02-19
Cu,Ru;l12;Eheat;0.37363;0;file=L12/Ru3Cu/Ru3Cu-L1_2.dat date=2013-02-19
Hf,Ru;l12;a;3.90343;0;file=L12/Ru3Hf/Ru3Hf-L1_2.dat date=2013-02-19
Hf,Ru;l12;B;256.17000;0;file=L12/Ru3Hf/Ru3Hf-L1_2.dat date=2013-02-19
Hf,Ru;l12;Eheat;-0.17468;0;file=L12/Ru3Hf/Ru3Hf-L1_2.dat date=2013-02-19
Ir,Ru;l12;a;3.78231;0;file=L12/Ru3Ir/Ru3Ir-L1_2.dat date=2013-02-19
Ir,Ru;l12;B;350.70000;0;file=L12/Ru3Ir/Ru3Ir-L1_2.dat date=2013-02-19
Ir,Ru;l12;Eheat;-0.00055;0;file=L12/Ru3Ir/Ru3Ir-L1_2.dat date=2013-02-19
La,Ru;l12;a;4.10088;0;file=L12/Ru3La/Ru3La-L1_2.dat date=2013-02-19
La,Ru;l12;B;163.56000;0;file=L12/Ru3La/Ru3La-L1_2.dat date=2013-02-19
La,Ru;l12;Eheat;0.65444;0;file=L12/Ru3La/Ru3La-L1_2.dat date=2013-02-19
Mg,Ru;l12;a;3.82604;0;file=L12/Ru3Mg/Ru3Mg-L1_2.dat date=2013-02-19
Mg,Ru;l12;B;219.95000;0;file=L12/Ru3Mg/Ru3Mg-L1_2.dat date=2013-02-19
Mg,Ru;l12;Eheat;0.36344;0;file=L12/Ru3Mg/Ru3Mg-L1_2.dat date=2013-02-19
Ni,Ru;l12;a;3.70487;0;file=L12/Ru3Ni/Ru3Ni-L1_2.dat date=2013-02-19
Ni,Ru;l12;B;310.53000;0;file=L12/Ru3Ni/Ru3Ni-L1_2.dat date=2013-02-19
Ni,Ru;l12;Eheat;0.15772;0;file=L12/Ru3Ni/Ru3Ni-L1_2.dat date=2013-02-19
Pb,Ru;l12;a;3.95152;0;file=L12/Ru3Pb/Ru3Pb-L1_2.dat date=2013-02-19
Pb,Ru;l12;B;231.82000;0;file=L12/Ru3Pb/Ru3Pb-L1_2.dat date=2013-02-19
Pb,Ru;l12;Eheat;0.63370;0;file=L12/Ru3Pb/Ru3Pb-L1_2.dat date=2013-02-19
Pd,Ru;l12;a;3.78915;0;file=L12/Ru3Pd/Ru3Pd-L1_2.dat date=2013-02-19
Pd,Ru;l12;B;306.60000;0;file=L12/Ru3Pd/Ru3Pd-L1_2.dat date=2013-02-19
Pd,Ru;l12;Eheat;0.20832;0;file=L12/Ru3Pd/Ru3Pd-L1_2.dat date=2013-02-19
Pt,Ru;l12;a;3.79934;0;file=L12/Ru3Pt/Ru3Pt-L1_2.dat date=2013-02-19
Pt,Ru;l12;B;329.84000;0;file=L12/Ru3Pt/Ru3Pt-L1_2.dat date=2013-02-19
Pt,Ru;l12;Eheat;0.03771;0;file=L12/Ru3Pt/Ru3Pt-L1_2.dat date=2013-02-19
Rh,Ru;l12;a;3.77188;0;file=L12/Ru3Rh/Ru3Rh-L1_2.dat date=2013-02-19
Rh,Ru;l12;B;328.05000;0;file=L12/Ru3Rh/Ru3Rh-L1_2.dat date=2013-02-19
Rh,Ru;l12;Eheat;0.06399;0;file=L12/Ru3Rh/Ru3Rh-L1_2.dat date=2013-02-19
Sc,Ru;l12;a;3.87686;0;file=L12/Ru3Sc/Ru3Sc-L1_2.dat date=2013-02-19
Sc,Ru;l12;B;224.96000;0;file=L12/Ru3Sc/Ru3Sc-L1_2.dat date=2013-02-19
Sc,Ru;l12;Eheat;-0.01361;0;file=L12/Ru3Sc/Ru3Sc-L1_2.dat date=2013-02-19
Ti,Ru;l12;a;3.80665;0;file=L12/Ru3Ti/Ru3Ti-L1_2.dat date=2013-02-19
Ti,Ru;l12;B;272.48000;0;file=L12/Ru3Ti/Ru3Ti-L1_2.dat date=2013-02-19
Ti,Ru;l12;Eheat;-0.20539;0;file=L12/Ru3Ti/Ru3Ti-L1_2.dat date=2013-02-19
Y,Ru;l12;a;3.98590;0;file=L12/Ru3Y/Ru3Y-L1_2.dat date=2013-02-19
Y,Ru;l12;B;194.71000;0;file=L12/Ru3Y/Ru3Y-L1_2.dat date=2013-02-19
Y,Ru;l12;Eheat;0.23606;0;file=L12/Ru3Y/Ru3Y-L1_2.dat date=2013-02-19
Zn,Ru;l12;a;3.76934;0;file=L12/Ru3Zn/Ru3Zn-L1_2.dat date=2013-02-18
Zn,Ru;l12;B;264.58000;0;file=L12/Ru3Zn/Ru3Zn-L1_2.dat date=2013-02-18
Zn,Ru;l12;Eheat;0.28717;0;file=L12/Ru3Zn/Ru3Zn-L1_2.dat date=2013-02-18
Zr,Ru;l12;a;3.90934;0;file=L12/Ru3Zr/Ru3Zr-L1_2.dat date=2013-02-19
Zr,Ru;l12;B;247.27000;0;file=L12/Ru3Zr/Ru3Zr-L1_2.dat date=2013-02-19
Zr,Ru;l12;Eheat;-0.14964;0;file=L12/Ru3Zr/Ru3Zr-L1_2.dat date=2013-02-19
Ag,Sc;l12;a;4.37450;0;file=L12/Sc3Ag/Sc3Ag-L1_2.dat date=2013-02-19
Ag,Sc;l12;B;68.71000;0;file=L12/Sc3Ag/Sc3Ag-L1_2.dat date=2013-02-19
Ag,Sc;l12;Eheat;-0.06240;0;file=L12/Sc3Ag/Sc3Ag-L1_2.dat date=2013-02-19
Al,Sc;l12;a;4.37412;0;file=L12/Sc3Al/Sc3Al-L1_2.dat date=2013-02-19
Al,Sc;l12;B;67.84000;0;file=L12/Sc3Al/Sc3Al-L1_2.dat date=2013-02-19
Al,Sc;l12;Eheat;-0.27027;0;file=L12/Sc3Al/Sc3Al-L1_2.dat date=2013-02-19
Au,Sc;l12;a;4.32699;0;file=L12/Sc3Au/Sc3Au-L1_2.dat date=2013-02-18
Au,Sc;l12;B;84.22000;0;file=L12/Sc3Au/Sc3Au-L1_2.dat date=2013-02-18
Au,Sc;l12;Eheat;-0.39666;0;file=L12/Sc3Au/Sc3Au-L1_2.dat date=2013-02-18
Ca,Sc;l12;a;4.73914;0;file=L12/Sc3Ca/Sc3Ca-L1_2.dat date=2013-02-19
Ca,Sc;l12;B;40.37000;0;file=L12/Sc3Ca/Sc3Ca-L1_2.dat date=2013-02-19
Ca,Sc;l12;Eheat;0.24504;0;file=L12/Sc3Ca/Sc3Ca-L1_2.dat date=2013-02-19
Cd,Sc;l12;a;4.44279;0;file=L12/Sc3Cd/Sc3Cd-L1_2.dat date=2013-02-19
Cd,Sc;l12;B;56.95000;0;file=L12/Sc3Cd/Sc3Cd-L1_2.dat date=2013-02-19
Cd,Sc;l12;Eheat;-0.15517;0;file=L12/Sc3Cd/Sc3Cd-L1_2.dat date=2013-02-19
Co,Sc;l12;a;4.19704;0;file=L12/Sc3Co/Sc3Co-L1_2.dat date=2013-02-18
Co,Sc;l12;B;87.75000;0;file=L12/Sc3Co/Sc3Co-L1_2.dat date=2013-02-18
Co,Sc;l12;Eheat;0.02630;0;file=L12/Sc3Co/Sc3Co-L1_2.dat date=2013-02-18
Cu,Sc;l12;a;4.27790;0;file=L12/Sc3Cu/Sc3Cu-L1_2.dat date=2013-02-19
Cu,Sc;l12;B;66.75000;0;file=L12/Sc3Cu/Sc3Cu-L1_2.dat date=2013-02-19
Cu,Sc;l12;Eheat;0.02601;0;file=L12/Sc3Cu/Sc3Cu-L1_2.dat date=2013-02-19
Hf,Sc;l12;a;4.48874;0;file=L12/Sc3Hf/Sc3Hf-L1_2.dat date=2013-02-19
Hf,Sc;l12;B;66.69000;0;file=L12/Sc3Hf/Sc3Hf-L1_2.dat date=2013-02-19
Hf,Sc;l12;Eheat;0.07187;0;file=L12/Sc3Hf/Sc3Hf-L1_2.dat date=2013-02-19
Ir,Sc;l12;a;4.22796;0;file=L12/Sc3Ir/Sc3Ir-L1_2.dat date=2013-02-18
Ir,Sc;l12;B;102.26000;0;file=L12/Sc3Ir/Sc3Ir-L1_2.dat date=2013-02-18
Ir,Sc;l12;Eheat;-0.38530;0;file=L12/Sc3Ir/Sc3Ir-L1_2.dat date=2013-02-18
La,Sc;l12;a;4.73746;0;file=L12/Sc3La/Sc3La-L1_2.dat date=2013-02-19
La,Sc;l12;B;46.55000;0;file=L12/Sc3La/Sc3La-L1_2.dat date=2013-02-19
La,Sc;l12;Eheat;0.07638;0;file=L12/Sc3La/Sc3La-L1_2.dat date=2013-02-19
Mg,Sc;l12;a;4.53174;0;file=L12/Sc3Mg/Sc3Mg-L1_2.dat date=2013-02-18
Mg,Sc;l12;B;52.72000;0;file=L12/Sc3Mg/Sc3Mg-L1_2.dat date=2013-02-18
Mg,Sc;l12;Eheat;0.04248;0;file=L12/Sc3Mg/Sc3Mg-L1_2.dat date=2013-02-18
Ni,Sc;l12;a;4.22000;0;file=L12/Sc3Ni/Sc3Ni-L1_2.dat date=2013-02-19
Ni,Sc;l12;B;74.64000;0;file=L12/Sc3Ni/Sc3Ni-L1_2.dat date=2013-02-19
Ni,Sc;l12;Eheat;-0.04819;0;file=L12/Sc3Ni/Sc3Ni-L1_2.dat date=2013-02-19
Pb,Sc;l12;a;4.48947;0;file=L12/Sc3Pb/Sc3Pb-L1_2.dat date=2013-02-19
Pb,Sc;l12;B;65.64000;0;file=L12/Sc3Pb/Sc3Pb-L1_2.dat date=2013-02-19
Pb,Sc;l12;Eheat;-0.32381;0;file=L12/Sc3Pb/Sc3Pb-L1_2.dat date=2013-02-19
Pd,Sc;l12;a;4.29464;0;file=L12/Sc3Pd/Sc3Pd-L1_2.dat date=2013-02-19
Pd,Sc;l12;B;79.28000;0;file=L12/Sc3Pd/Sc3Pd-L1_2.dat date=2013-02-19
Pd,Sc;l12;Eheat;-0.31471;0;file=L12/Sc3Pd/Sc3Pd-L1_2.dat date=2013-02-19
Pt,Sc;l12;a;4.25934;0;file=L12/Sc3Pt/Sc3Pt-L1_2.dat date=2013-02-18
Pt,Sc;l12;B;95.24000;0;file=L12/Sc3Pt/Sc3Pt-L1_2.dat date=2013-02-18
Pt,Sc;l12;Eheat;-0.54608;0;file=L12/Sc3Pt/Sc3Pt-L1_2.dat date=2013-02-18
Rh,Sc;l12;a;4.25260;0;file=L12/Sc3Rh/Sc3Rh-L1_2.dat date=2013-02-18
Rh,Sc;l12;B;89.29000;0;file=L12/Sc3Rh/Sc3Rh-L1_2.dat date=2013-02-18
Rh,Sc;l12;Eheat;-0.32150;0;file=L12/Sc3Rh/Sc3Rh-L1_2.dat date=2013-02-18
Ru,Sc;l12;a;4.23595;0;file=L12/Sc3Ru/Sc3Ru-L1_2.dat date=2013-02-18
Ru,Sc;l12;B;91.60000;0;file=L12/Sc3Ru/Sc3Ru-L1_2.dat date=2013-02-18
Ru,Sc;l12;Eheat;-0.09115;0;file=L12/Sc3Ru/Sc3Ru-L1_2.dat date=2013-02-18
Ti,Sc;l12;a;4.41072;0;file=L12/Sc3Ti/Sc3Ti-L1_2.dat date=2013-02-19
Ti,Sc;l12;B;64.55000;0;file=L12/Sc3Ti/Sc3Ti-L1_2.dat date=2013-02-19
Ti,Sc;l12;Eheat;0.10507;0;file=L12/Sc3Ti/Sc3Ti-L1_2.dat date=2013-02-19
Y,Sc;l12;a;4.66006;0;file=L12/Sc3Y/Sc3Y-L1_2.dat date=2013-02-18
Y,Sc;l12;B;50.29000;0;file=L12/Sc3Y/Sc3Y-L1_2.dat date=2013-02-18
Y,Sc;l12;Eheat;0.05884;0;file=L12/Sc3Y/Sc3Y-L1_2.dat date=2013-02-18
Zn,Sc;l12;a;4.33219;0;file=L12/Sc3Zn/Sc3Zn-L1_2.dat date=2013-02-19
Zn,Sc;l12;B;64.50000;0;file=L12/Sc3Zn/Sc3Zn-L1_2.dat date=2013-02-19
Zn,Sc;l12;Eheat;-0.11359;0;file=L12/Sc3Zn/Sc3Zn-L1_2.dat date=2013-02-19
Zr,Sc;l12;a;4.50387;0;file=L12/Sc3Zr/Sc3Zr-L1_2.dat date=2013-02-17
Zr,Sc;l12;B;65.03000;0;file=L12/Sc3Zr/Sc3Zr-L1_2.dat date=2013-02-17
Zr,Sc;l12;Eheat;0.02935;0;file=L12/Sc3Zr/Sc3Zr-L1_2.dat date=2013-02-17
Ag,Ti;l12;a;4.03989;0;file=L12/Ti3Ag/Ti3Ag-L1_2.dat date=2013-02-18
Ag,Ti;l12;B;126.56000;0;file=L12/Ti3Ag/Ti3Ag-L1_2.dat date=2013-02-18
Ag,Ti;l12;Eheat;0.01228;0;file=L12/Ti3Ag/Ti3Ag-L1_2.dat date=2013-02-18
Al,Ti;l12;a;4.00923;0;file=L12/Ti3Al/Ti3Al-L1_2.dat date=2013-02-18
Al,Ti;l12;B;120.67000;0;file=L12/Ti3Al/Ti3Al-L1_2.dat date=2013-02-18
Al,Ti;l12;Eheat;-0.31902;0;file=L12/Ti3Al/Ti3Al-L1_2.dat date=2013-02-18
Au,Ti;l12;a;4.02652;0;file=L12/Ti3Au/Ti3Au-L1_2.dat date=2013-02-18
Au,Ti;l12;B;148.01000;0;file=L12/Ti3Au/Ti3Au-L1_2.dat date=2013-02-18
Au,Ti;l12;Eheat;-0.32758;0;file=L12/Ti3Au/Ti3Au-L1_2.dat date=2013-02-18
Ca,Ti;l12;a;4.29351;0;file=L12/Ti3Ca/Ti3Ca-L1_2.dat date=2013-02-18
Ca,Ti;l12;B;72.00000;0;file=L12/Ti3Ca/Ti3Ca-L1_2.dat date=2013-02-18
Ca,Ti;l12;Eheat;0.51004;0;file=L12/Ti3Ca/Ti3Ca-L1_2.dat date=2013-02-18
Cd,Ti;l12;a;4.09089;0;file=L12/Ti3Cd/Ti3Cd-L1_2.dat date=2013-02-18
Cd,Ti;l12;B;116.44000;0;file=L12/Ti3Cd/Ti3Cd-L1_2.dat date=2013-02-18
Cd,Ti;l12;Eheat;-0.05443;0;file=L12/Ti3Cd/Ti3Cd-L1_2.dat date=2013-02-18
Co,Ti;l12;a;3.87963;0;file=L12/Ti3Co/Ti3Co-L1_2.dat date=2013-02-18
Co,Ti;l12;B;146.32000;0;file=L12/Ti3Co/Ti3Co-L1_2.dat date=2013-02-18
Co,Ti;l12;Eheat;-0.12664;0;file=L12/Ti3Co/Ti3Co-L1_2.dat date=2013-02-18
Cu,Ti;l12;a;3.92580;0;file=L12/Ti3Cu/Ti3Cu-L1_2.dat date=2013-02-18
Cu,Ti;l12;B;147.49000;0;file=L12/Ti3Cu/Ti3Cu-L1_2.dat date=2013-02-18
Cu,Ti;l12;Eheat;-0.05228;0;file=L12/Ti3Cu/Ti3Cu-L1_2.dat date=2013-02-18
Hf,Ti;l12;a;4.16109;0;file=L12/Ti3Hf/Ti3Hf-L1_2.dat date=2013-02-18
Hf,Ti;l12;B;113.03000;0;file=L12/Ti3Hf/Ti3Hf-L1_2.dat date=2013-02-18
Hf,Ti;l12;Eheat;0.03851;0;file=L12/Ti3Hf/Ti3Hf-L1_2.dat date=2013-02-18
Ir,Ti;l12;a;3.96201;0;file=L12/Ti3Ir/Ti3Ir-L1_2.dat date=2013-02-18
Ir,Ti;l12;B;176.02000;0;file=L12/Ti3Ir/Ti3Ir-L1_2.dat date=2013-02-18
Ir,Ti;l12;Eheat;-0.44914;0;file=L12/Ti3Ir/Ti3Ir-L1_2.dat date=2013-02-18
La,Ti;l12;a;4.33542;0;file=L12/Ti3La/Ti3La-L1_2.dat date=2013-02-18
La,Ti;l12;B;77.93000;0;file=L12/Ti3La/Ti3La-L1_2.dat date=2013-02-18
La,Ti;l12;Eheat;0.33820;0;file=L12/Ti3La/Ti3La-L1_2.dat date=2013-02-18
Mg,Ti;l12;a;4.11226;0;file=L12/Ti3Mg/Ti3Mg-L1_2.dat date=2013-02-19
Mg,Ti;l12;B;94.96000;0;file=L12/Ti3Mg/Ti3Mg-L1_2.dat date=2013-02-19
Mg,Ti;l12;Eheat;0.12027;0;file=L12/Ti3Mg/Ti3Mg-L1_2.dat date=2013-02-19
Ni,Ti;l12;a;3.89001;0;file=L12/Ti3Ni/Ti3Ni-L1_2.dat date=2013-02-18
Ni,Ti;l12;B;123.74000;0;file=L12/Ti3Ni/Ti3Ni-L1_2.dat date=2013-02-18
Ni,Ti;l12;Eheat;-0.16526;0;file=L12/Ti3Ni/Ti3Ni-L1_2.dat date=2013-02-18
Pb,Ti;l12;a;4.15725;0;file=L12/Ti3Pb/Ti3Pb-L1_2.dat date=2013-02-18
Pb,Ti;l12;B;117.42000;0;file=L12/Ti3Pb/Ti3Pb-L1_2.dat date=2013-02-18
Pb,Ti;l12;Eheat;-0.14162;0;file=L12/Ti3Pb/Ti3Pb-L1_2.dat date=2013-02-18
Pd,Ti;l12;a;3.98656;0;file=L12/Ti3Pd/Ti3Pd-L1_2.dat date=2013-02-19
Pd,Ti;l12;B;144.08000;0;file=L12/Ti3Pd/Ti3Pd-L1_2.dat date=2013-02-19
Pd,Ti;l12;Eheat;-0.28803;0;file=L12/Ti3Pd/Ti3Pd-L1_2.dat date=2013-02-19
Pt,Ti;l12;a;3.97944;0;file=L12/Ti3Pt/Ti3Pt-L1_2.dat date=2013-02-19
Pt,Ti;l12;B;165.26000;0;file=L12/Ti3Pt/Ti3Pt-L1_2.dat date=2013-02-19
Pt,Ti;l12;Eheat;-0.54828;0;file=L12/Ti3Pt/Ti3Pt-L1_2.dat date=2013-02-19
Rh,Ti;l12;a;3.96370;0;file=L12/Ti3Rh/Ti3Rh-L1_2.dat date=2013-02-19
Rh,Ti;l12;B;157.05000;0;file=L12/Ti3Rh/Ti3Rh-L1_2.dat date=2013-02-19
Rh,Ti;l12;Eheat;-0.33658;0;file=L12/Ti3Rh/Ti3Rh-L1_2.dat date=2013-02-19
Ru,Ti;l12;a;3.95741;0;file=L12/Ti3Ru/Ti3Ru-L1_2.dat date=2013-02-18
Ru,Ti;l12;B;160.27000;0;file=L12/Ti3Ru/Ti3Ru-L1_2.dat date=2013-02-18
Ru,Ti;l12;Eheat;-0.16451;0;file=L12/Ti3Ru/Ti3Ru-L1_2.dat date=2013-02-18
Sc,Ti;l12;a;4.16794;0;file=L12/Ti3Sc/Ti3Sc-L1_2.dat date=2013-02-19
Sc,Ti;l12;B;81.29000;0;file=L12/Ti3Sc/Ti3Sc-L1_2.dat date=2013-02-19
Sc,Ti;l12;Eheat;0.08943;0;file=L12/Ti3Sc/Ti3Sc-L1_2.dat date=2013-02-19
Y,Ti;l12;a;4.27275;0;file=L12/Ti3Y/Ti3Y-L1_2.dat date=2013-02-18
Y,Ti;l12;B;83.51000;0;file=L12/Ti3Y/Ti3Y-L1_2.dat date=2013-02-18
Y,Ti;l12;Eheat;0.22796;0;file=L12/Ti3Y/Ti3Y-L1_2.dat date=2013-02-18
Zn,Ti;l12;a;3.96587;0;file=L12/Ti3Zn/Ti3Zn-L1_2.dat date=2013-02-18
Zn,Ti;l12;B;120.62000;0;file=L12/Ti3Zn/Ti3Zn-L1_2.dat date=2013-02-18
Zn,Ti;l12;Eheat;-0.17269;0;file=L12/Ti3Zn/Ti3Zn-L1_2.dat date=2013-02-18
Zr,Ti;l12;a;4.16898;0;file=L12/Ti3Zr/Ti3Zr-L1_2.dat date=2013-02-17
Zr,Ti;l12;B;91.92000;0;file=L12/Ti3Zr/Ti3Zr-L1_2.dat date=2013-02-17
Zr,Ti;l12;Eheat;0.03239;0;file=L12/Ti3Zr/Ti3Zr-L1_2.dat date=2013-02-17
Ag,Y;l12;a;4.70884;0;file=L12/Y3Ag/Y3Ag-L1_2.dat date=2013-02-19
Ag,Y;l12;B;51.58000;0;file=L12/Y3Ag/Y3Ag-L1_2.dat date=2013-02-19
Ag,Y;l12;Eheat;-0.00436;0;file=L12/Y3Ag/Y3Ag-L1_2.dat date=2013-02-19
Al,Y;l12;a;4.71128;0;file=L12/Y3Al/Y3Al-L1_2.dat date=2013-02-19
Al,Y;l12;B;53.28000;0;file=L12/Y3Al/Y3Al-L1_2.dat date=2013-02-19
Al,Y;l12;Eheat;-0.22043;0;file=L12/Y3Al/Y3Al-L1_2.dat date=2013-02-19
Au,Y;l12;a;4.65089;0;file=L12/Y3Au/Y3Au-L1_2.dat date=2013-02-19
Au,Y;l12;B;62.60000;0;file=L12/Y3Au/Y3Au-L1_2.dat date=2013-02-19
Au,Y;l12;Eheat;-0.28802;0;file=L12/Y3Au/Y3Au-L1_2.dat date=2013-02-19
Ca,Y;l12;a;5.05567;0;file=L12/Y3Ca/Y3Ca-L1_2.dat date=2013-02-19
Ca,Y;l12;B;33.82000;0;file=L12/Y3Ca/Y3Ca-L1_2.dat date=2013-02-19
Ca,Y;l12;Eheat;0.13176;0;file=L12/Y3Ca/Y3Ca-L1_2.dat date=2013-02-19
Cd,Y;l12;a;4.77819;0;file=L12/Y3Cd/Y3Cd-L1_2.dat date=2013-02-19
Cd,Y;l12;B;48.54000;0;file=L12/Y3Cd/Y3Cd-L1_2.dat date=2013-02-19
Cd,Y;l12;Eheat;-0.13056;0;file=L12/Y3Cd/Y3Cd-L1_2.dat date=2013-02-19
Co,Y;l12;a;4.54559;0;file=L12/Y3Co/Y3Co-L1_2.dat date=2013-02-18
Co,Y;l12;B;58.10000;0;file=L12/Y3Co/Y3Co-L1_2.dat date=2013-02-18
Co,Y;l12;Eheat;0.23480;0;file=L12/Y3Co/Y3Co-L1_2.dat date=2013-02-18
Cu,Y;l12;a;4.62754;0;file=L12/Y3Cu/Y3Cu-L1_2.dat date=2013-02-19
Cu,Y;l12;B;49.88000;0;file=L12/Y3Cu/Y3Cu-L1_2.dat date=2013-02-19
Cu,Y;l12;Eheat;0.12909;0;file=L12/Y3Cu/Y3Cu-L1_2.dat date=2013-02-19
Hf,Y;l12;a;4.79946;0;file=L12/Y3Hf/Y3Hf-L1_2.dat date=2013-02-19
Hf,Y;l12;B;54.01000;0;file=L12/Y3Hf/Y3Hf-L1_2.dat date=2013-02-19
Hf,Y;l12;Eheat;0.14629;0;file=L12/Y3Hf/Y3Hf-L1_2.dat date=2013-02-19
Ir,Y;l12;a;4.54045;0;file=L12/Y3Ir/Y3Ir-L1_2.dat date=2013-02-19
Ir,Y;l12;B;76.81000;0;file=L12/Y3Ir/Y3Ir-L1_2.dat date=2013-02-19
Ir,Y;l12;Eheat;-0.16574;0;file=L12/Y3Ir/Y3Ir-L1_2.dat date=2013-02-19
La,Y;l12;a;5.05093;0;file=L12/Y3La/Y3La-L1_2.dat date=2013-02-19
La,Y;l12;B;39.04000;0;file=L12/Y3La/Y3La-L1_2.dat date=2013-02-19
La,Y;l12;Eheat;0.00931;0;file=L12/Y3La/Y3La-L1_2.dat date=2013-02-19
Mg,Y;l12;a;4.86435;0;file=L12/Y3Mg/Y3Mg-L1_2.dat date=2013-02-18
Mg,Y;l12;B;39.49000;0;file=L12/Y3Mg/Y3Mg-L1_2.dat date=2013-02-18
Mg,Y;l12;Eheat;0.01303;0;file=L12/Y3Mg/Y3Mg-L1_2.dat date=2013-02-18
Ni,Y;l12;a;4.56922;0;file=L12/Y3Ni/Y3Ni-L1_2.dat date=2013-02-19
Ni,Y;l12;B;55.24000;0;file=L12/Y3Ni/Y3Ni-L1_2.dat date=2013-02-19
