          S0_12	  1.766399	
          E0_29	 -3.510000	
       kappa_29	  4.943848	
          V0_29	  1.993953	
          V0_12	  2.229870	
        eta2_29	  3.039871	
          n0_12	  0.035544	
          E0_12	 -1.487000	
       kappa_12	  4.435425	
      lambda_29	  3.693666	
        eta2_12	  2.541137	
      lambda_12	  3.292725	
          n0_29	  0.063738
