          n0_40	  0.031831	
      lambda_40	  2.247348	
          E0_40	 -6.300000	
          V0_29	  1.993953	
        eta2_40	  2.282059	
          E0_29	 -3.510000	
          V0_40	  2.320809	
       kappa_29	  4.943848	
        eta2_29	  3.039871	
       kappa_40	  3.911040	
      lambda_29	  3.693666	
          S0_40	  1.785939	
          n0_29	  0.063738	
